# Target erosion - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:27 pshenoa RSP_D_only_nodrift_20MW_Dpuff=3.31e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.07114E-01   3.73873E+21   4.35932E-01   8.83416E-02   9.49169E+19   8.55435E+22   2.32145E+00  -6.03876E-01
 -2.75339E-01   4.09230E+21   4.54133E-01   9.52418E-02   1.83748E+20   7.79398E+22   2.27519E+00  -5.64922E-01
 -2.43443E-01   6.12041E+21   4.36049E-01   1.70245E-01   3.45467E+20   7.38721E+22   2.22552E+00  -5.24890E-01
 -2.11564E-01   7.12114E+21   4.08427E-01   1.44729E-01   6.28898E+20   7.03717E+22   2.20656E+00  -4.83694E-01
 -1.79903E-01   7.50284E+21   4.71125E-01   1.96760E-01   1.23258E+21   5.97179E+22   2.13819E+00  -4.40587E-01
 -1.49095E-01   8.38210E+21   5.86970E-01   2.72854E-01   2.51385E+21   5.47949E+22   2.07812E+00  -3.96024E-01
 -1.19421E-01   1.02750E+22   7.10842E-01   4.86708E-01   4.87992E+21   5.28051E+22   2.12680E+00  -3.50182E-01
 -9.12713E-02   1.67579E+22   9.35220E-01   9.64884E-01   9.51251E+21   5.17776E+22   2.32711E+00  -3.02220E-01
 -6.53910E-02   3.12552E+22   1.13191E+00   1.95499E+00   1.62853E+22   5.06997E+22   2.55291E+00  -2.52625E-01
 -4.22125E-02   5.21608E+22   1.15299E+00   3.34852E+00   2.70337E+22   5.37327E+22   3.00877E+00  -2.00743E-01
 -2.23437E-02   8.84841E+22   1.23336E+00   5.87572E+00   3.96256E+22   6.35349E+22   4.05446E+00  -1.43444E-01
 -6.67591E-03   1.50711E+23   1.28563E+00   1.01507E+01   5.38744E+22   6.82631E+22   4.35322E+00  -5.65283E-02
  8.15737E-03   1.93655E+23   1.30025E+00   1.29181E+01   6.42531E+22   8.44208E+22   5.58233E+00   7.04409E-04
  2.84488E-02   3.35741E+23   1.31711E+00   2.23673E+01   8.58472E+22   1.13146E+23   7.80632E+00   2.45388E-03
  5.70948E-02   5.71727E+23   1.38694E+00   3.86974E+01   1.06853E+23   1.47808E+23   1.05610E+01   4.85436E-03
  9.18439E-02   7.36293E+23   1.51425E+00   5.19984E+01   1.17432E+23   1.21400E+23   9.31802E+00   7.84668E-03
  1.29296E-01   5.30641E+23   2.00514E+00   4.58748E+01   1.27540E+23   3.47286E+22   3.14586E+00   1.13729E-02
  1.73841E-01   1.24451E+23   4.28132E+00   2.01269E+01   1.07712E+23   2.06368E+21   3.69069E-01   1.53775E-02
  2.33655E-01   1.08460E+22   1.57505E+01   5.45262E+00   3.21294E+22   5.96442E+19   6.68520E-02   1.98112E-02
  3.11418E-01   2.60982E+21   3.33930E+01   2.26965E+00   1.10077E+22   2.04559E+19   2.04268E-02   2.46417E-02
  3.89613E-01   1.55095E+21   3.51515E+01   1.68019E+00   7.92977E+21   0.00000E+00   1.85861E-02   2.98075E-02
  4.61617E-01   1.18559E+21   3.69434E+01   1.31764E+00   4.95405E+21   0.00000E+00   1.34428E-02   3.52339E-02
  5.31891E-01   1.01719E+21   4.32207E+01   1.18849E+00   3.79769E+21   8.93187E+18   1.40670E-02   4.08650E-02
  5.98708E-01   6.12028E+20   4.41556E+01   6.97862E-01   2.51954E+21   0.00000E+00   6.90795E-03   4.66425E-02
  6.64397E-01   3.87173E+20   7.82391E+01   4.89411E-01   1.76163E+21   9.12066E+18   3.85631E-03   5.25122E-02
  7.26726E-01   2.25915E+20   2.90183E+01   2.70292E-01   1.24369E+21   9.60072E+18   3.37633E-03   5.84156E-02
  7.85306E-01   1.00190E+20   5.98796E+01   2.41044E-01   8.86828E+20   0.00000E+00   3.15902E-03   6.42960E-02
  8.39878E-01   7.53384E+19   6.73710E+01   1.23436E-01   6.48035E+20   0.00000E+00   6.99170E-04   7.01086E-02
  8.88700E-01   1.87844E+20   4.49600E+01   1.26181E-01   5.21532E+20   0.00000E+00   1.15177E-03   7.58011E-02
  9.32781E-01   2.61250E+19   8.93715E+01   2.27369E-02   3.82047E+20   0.00000E+00   9.04357E-04   8.13096E-02
  9.71895E-01   9.49236E+19   2.56601E+01   8.94593E-02   3.31428E+20   0.00000E+00   6.32594E-04   8.65736E-02
  1.00470E+00   1.28329E+20   3.02258E+01   7.95706E-02   2.73927E+20   0.00000E+00   6.65941E-04   9.15400E-02
  1.03325E+00   8.30148E+19   1.78057E+02   2.45022E-01   2.16156E+20   0.00000E+00   3.29153E-04   9.61687E-02
  1.05805E+00   4.81282E+19   7.86463E+01   3.47573E-02   1.73277E+20   0.00000E+00   1.19704E-03   1.00423E-01
  1.07861E+00   2.92555E+19   1.22285E+02   8.48821E-02   1.28017E+20   0.00000E+00   0.00000E+00   1.04275E-01
  1.09376E+00   4.60625E+19   3.92777E+01   4.08193E-02   7.73118E+19   0.00000E+00   2.16527E-04   1.07707E-01
