# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=2.00e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.09594E-01   3.67027E+22   3.57674E-01   5.86589E-01   9.78399E+17   2.76722E+23   8.90033E+00  -6.03876E-01
 -2.79167E-01   3.67505E+22   4.34914E-01   6.27644E-01   2.47497E+18   2.61388E+23   8.40298E+00  -5.64922E-01
 -2.48074E-01   4.86760E+22   4.90671E-01   9.70967E-01   5.69179E+18   2.57990E+23   8.85097E+00  -5.24890E-01
 -2.16306E-01   4.70407E+22   4.24596E-01   9.21453E-01   1.55764E+19   2.55069E+23   8.40918E+00  -4.83694E-01
 -1.84364E-01   5.41116E+22   6.35309E-01   1.41801E+00   3.98335E+19   2.09012E+23   7.24587E+00  -4.40587E-01
 -1.52700E-01   5.21026E+22   6.35126E-01   1.36014E+00   1.07871E+20   2.11579E+23   7.72420E+00  -3.96024E-01
 -1.21990E-01   5.09065E+22   4.81993E-01   1.20320E+00   2.48064E+20   2.07382E+23   7.46753E+00  -3.50182E-01
 -9.25201E-02   6.03659E+22   6.48975E-01   1.97431E+00   6.89403E+20   1.70522E+23   6.55595E+00  -3.02220E-01
 -6.49742E-02   4.74443E+22   6.17544E-01   1.49066E+00   1.76841E+21   1.58426E+23   6.71726E+00  -2.52625E-01
 -4.08761E-02   5.24999E+22   5.93401E-01   1.67610E+00   4.76209E+21   1.60179E+23   7.38002E+00  -2.00743E-01
 -2.13763E-02   6.65314E+22   6.40957E-01   2.70989E+00   1.06080E+22   1.67920E+23   8.36784E+00  -1.43444E-01
 -6.44538E-03   8.95465E+22   8.84000E-01   3.42704E+00   1.75116E+22   1.59358E+23   8.19001E+00  -5.65283E-02
  7.73269E-03   8.98872E+22   8.74731E-01   4.21040E+00   2.53526E+22   1.77894E+23   9.75185E+00   7.04409E-04
  2.69840E-02   1.41516E+23   9.31594E-01   7.15711E+00   3.64735E+22   1.96919E+23   1.06712E+01   2.45388E-03
  5.39491E-02   2.71516E+23   9.94220E-01   1.44064E+01   4.58133E+22   2.32505E+23   1.42325E+01   4.85436E-03
