# Target erosion - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:27 pshenoa RSP_D_only_nodrift_20MW_Dpuff=2.00e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
  5.70948E-02   6.99471E+23   1.59985E+00   5.19272E+01   1.30589E+23   9.43690E+22   7.60929E+00   4.85436E-03
  9.18439E-02   5.64965E+23   2.08136E+00   5.05077E+01   1.42563E+23   3.20740E+22   2.89456E+00   7.84668E-03
  1.29296E-01   1.96454E+23   3.76604E+00   2.96605E+01   1.60111E+23   3.86020E+21   5.92336E-01   1.13729E-02
  1.73841E-01   2.56395E+22   1.16504E+01   1.06857E+01   7.23617E+22   2.32662E+20   1.22227E-01   1.53775E-02
  2.33655E-01   4.43270E+21   2.65988E+01   3.70132E+00   2.01319E+22   8.29127E+18   3.69711E-02   1.98112E-02
  3.11418E-01   2.18093E+21   3.06375E+01   2.02933E+00   8.47618E+21   1.41788E+19   2.18180E-02   2.46417E-02
  3.89613E-01   1.19248E+21   4.10654E+01   1.49159E+00   6.73308E+21   8.73993E+18   1.78786E-02   2.98075E-02
  4.61617E-01   8.92538E+20   3.08994E+01   1.06859E+00   4.35642E+21   1.23534E+19   1.89756E-02   3.52339E-02
  5.31891E-01   5.48038E+20   5.81290E+01   7.92740E-01   3.31229E+21   0.00000E+00   1.07131E-02   4.08650E-02
  5.98708E-01   4.18002E+20   5.76312E+01   5.75351E-01   2.18294E+21   0.00000E+00   3.08189E-03   4.66425E-02
  6.64397E-01   3.15546E+20   6.40398E+01   4.42012E-01   1.53715E+21   0.00000E+00   3.32587E-03   5.25122E-02
  7.26726E-01   2.89268E+20   5.20777E+01   3.91703E-01   1.07715E+21   0.00000E+00   3.06590E-03   5.84156E-02
  7.85306E-01   7.27658E+19   1.28492E+02   2.28417E-01   7.73127E+20   0.00000E+00   1.07545E-03   6.42960E-02
  8.39878E-01   1.65452E+20   6.17044E+01   2.05678E-01   5.73528E+20   0.00000E+00   7.59301E-04   7.01086E-02
  8.88700E-01   1.53123E+20   5.53405E+01   2.92708E-01   4.61363E+20   1.29489E+19   2.32329E-03   7.58011E-02
  9.32781E-01   1.76140E+20   6.66245E+01   2.99481E-01   3.39719E+20   0.00000E+00   1.22587E-03   8.13096E-02
  9.71895E-01   8.09714E+19   1.41467E+02   5.45915E-01   3.00082E+20   0.00000E+00   6.88858E-04   8.65736E-02
  1.00470E+00   5.65158E+19   4.27001E+01   6.40615E-02   2.49115E+20   0.00000E+00   9.54718E-04   9.15400E-02
  1.03325E+00   1.25710E+20   2.56150E+01   4.16327E-02   2.02775E+20   2.04763E+17   6.05253E-04   9.61687E-02
  1.05805E+00   1.24318E+20   3.36166E+01   6.91920E-02   1.61185E+20   0.00000E+00   2.77734E-04   1.00423E-01
  1.07861E+00   1.22370E+20   3.50670E+01   7.69438E-02   1.14415E+20   0.00000E+00   2.52963E-04   1.04275E-01
  1.09376E+00   9.27074E+19   1.40679E+02   1.62079E-01   7.06314E+19   0.00000E+00   0.00000E+00   1.07707E-01
