# Target erosion - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:27 pshenoa RSP_D_only_nodrift_20MW_Dpuff=2.00e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.07114E-01   3.81154E+21   5.64521E-01   1.03047E-01   1.05464E+20   5.17185E+22   1.47449E+00  -6.03876E-01
 -2.75339E-01   4.58930E+21   6.17830E-01   1.57342E-01   1.98575E+20   4.80793E+22   1.43100E+00  -5.64922E-01
 -2.43443E-01   5.27840E+21   6.98748E-01   1.66828E-01   3.64577E+20   4.50786E+22   1.41309E+00  -5.24890E-01
 -2.11564E-01   6.38320E+21   7.12455E-01   2.18718E-01   6.70835E+20   4.10999E+22   1.42141E+00  -4.83694E-01
 -1.79903E-01   7.90386E+21   5.60022E-01   2.33398E-01   1.27439E+21   4.05232E+22   1.57035E+00  -4.40587E-01
 -1.49095E-01   8.33105E+21   6.98725E-01   3.16104E-01   2.54857E+21   3.71487E+22   1.44504E+00  -3.96024E-01
 -1.19421E-01   1.09945E+22   8.31078E-01   5.09879E-01   4.85657E+21   3.31612E+22   1.41452E+00  -3.50182E-01
 -9.12713E-02   1.84142E+22   1.04983E+00   1.04003E+00   9.44175E+21   3.35370E+22   1.59360E+00  -3.02220E-01
 -6.53910E-02   3.07195E+22   1.25556E+00   2.06782E+00   1.65236E+22   3.33331E+22   1.70509E+00  -2.52625E-01
 -4.22125E-02   6.07810E+22   1.33280E+00   4.39445E+00   2.87251E+22   3.59339E+22   2.06581E+00  -2.00743E-01
 -2.23437E-02   1.13865E+23   1.33679E+00   7.82092E+00   4.46593E+22   4.52399E+22   3.01171E+00  -1.43444E-01
 -6.67591E-03   1.81270E+23   1.39152E+00   1.27403E+01   6.46046E+22   5.49048E+22   3.71894E+00  -5.65283E-02
  8.15737E-03   2.82337E+23   1.42213E+00   1.98276E+01   8.13981E+22   6.62060E+22   4.72722E+00   7.04409E-04
  2.84488E-02   4.89535E+23   1.49377E+00   3.55345E+01   1.12000E+23   9.98374E+22   7.26066E+00   2.45388E-03
