# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:27 pshenoa RSP_D_only_nodrift_20MW_Dpuff=1.13e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
  5.84501E-01   3.18842E+20   3.36006E+01   2.13558E-01   8.07788E+20   0.00000E+00   2.76788E-03   6.42960E-02
  6.19861E-01   9.65469E+19   7.59011E+01   1.09833E-01   5.94886E+20   0.00000E+00   1.75193E-03   7.01086E-02
  6.52622E-01   2.45759E+20   2.63075E+01   1.06819E-01   4.24278E+20   1.30913E+19   2.13826E-03   7.58011E-02
  6.82978E-01   1.42429E+20   2.79731E+01   8.22003E-02   3.18551E+20   0.00000E+00   2.67839E-04   8.13096E-02
  7.10965E-01   3.41774E+17   5.70211E+01   5.71602E-02   2.34065E+20   0.00000E+00   1.48267E-04   8.65736E-02
  7.36429E-01   2.13568E+20   8.14098E+01   1.71666E-01   1.81465E+20   1.77523E+19   4.58854E-04   9.15400E-02
  7.58995E-01   7.93900E+19   9.20835E+01   9.52769E-02   1.34963E+20   3.97589E+19   1.69181E-03   9.61687E-02
  7.78734E-01   2.32548E+19   3.10083E+00   6.47541E-04   1.01071E+20   0.00000E+00   5.86539E-04   1.00423E-01
  7.95096E-01   1.77637E+20   1.23360E+02   1.03432E-01   7.01873E+19   2.96315E+19   8.71688E-04   1.04275E-01
  8.08420E-01   3.54099E+19   2.69456E+00   2.83249E-03   3.46369E+19   0.00000E+00   0.00000E+00   1.07707E-01
