# Target erosion - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=2.00e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.07114E-01   0.00000E+00   1.00001E-06   0.00000E+00   2.76555E+18   4.09199E+23   1.04207E+01  -6.03876E-01
 -2.75339E-01   6.66582E+20   9.08405E-02   3.87703E-03   2.16717E+19   4.03203E+23   1.06290E+01  -5.64922E-01
 -2.43443E-01   8.64196E+20   6.65930E-02   4.22035E-03   4.66754E+19   4.15977E+23   1.10190E+01  -5.24890E-01
 -2.11564E-01   2.92102E+21   2.13239E-01   2.24974E-02   6.24344E+19   4.08713E+23   1.08266E+01  -4.83694E-01
 -1.79903E-01   5.08259E+21   1.24651E-01   4.01684E-02   1.08674E+20   4.03226E+23   1.06537E+01  -4.40587E-01
 -1.49095E-01   7.78553E+21   1.93378E-01   8.03392E-02   1.95171E+20   3.99231E+23   1.12146E+01  -3.96024E-01
 -1.19421E-01   2.86322E+21   2.20828E-01   4.49214E-02   2.91765E+20   3.50493E+23   1.01666E+01  -3.50182E-01
 -9.12713E-02   1.02803E+22   2.24677E-01   1.19364E-01   4.61349E+20   3.47113E+23   1.03532E+01  -3.02220E-01
 -6.53910E-02   7.27868E+21   2.28487E-01   7.26132E-02   8.55064E+20   3.20393E+23   9.56122E+00  -2.52625E-01
 -4.22125E-02   1.37599E+22   2.53027E-01   1.61552E-01   1.48553E+21   3.02493E+23   9.76937E+00  -2.00743E-01
 -2.23437E-02   9.82596E+21   1.97387E-01   1.37005E-01   2.18752E+21   2.92566E+23   9.04617E+00  -1.43444E-01
 -6.67591E-03   1.28576E+22   2.61461E-01   3.62684E-01   3.19588E+21   2.82314E+23   9.27475E+00  -5.65283E-02
  8.15737E-03   1.83532E+22   3.40051E-01   3.49048E-01   4.21551E+21   2.94954E+23   1.01449E+01   7.04409E-04
  2.84488E-02   2.31223E+22   3.86309E-01   4.51473E-01   6.16798E+21   2.75367E+23   1.04031E+01   2.45388E-03
  5.70948E-02   2.90141E+22   5.35192E-01   8.87127E-01   9.56256E+21   2.69541E+23   1.08783E+01   4.85436E-03
  9.18439E-02   5.50512E+22   5.88765E-01   1.82181E+00   1.50554E+22   2.64353E+23   1.16052E+01   7.84668E-03
  1.29296E-01   6.97363E+22   7.32339E-01   3.04505E+00   2.05350E+22   2.61674E+23   1.22862E+01   1.13729E-02
  1.73841E-01   9.84138E+22   6.75831E-01   3.47828E+00   1.84085E+22   2.86970E+23   1.39842E+01   1.53775E-02
  2.33655E-01   1.28382E+23   7.77342E-01   4.79583E+00   1.47914E+22   2.84298E+23   1.41068E+01   1.98112E-02
  3.11418E-01   1.75010E+23   8.24012E-01   7.09740E+00   1.26864E+22   2.61595E+23   1.39371E+01   2.46417E-02
  3.89613E-01   1.84322E+23   8.45138E-01   7.55270E+00   1.65657E+22   2.24835E+23   1.22248E+01   2.98075E-02
  4.61617E-01   1.44732E+23   9.50438E-01   6.40719E+00   1.42781E+22   1.43694E+23   7.77574E+00   3.52339E-02
  5.31891E-01   1.32644E+23   1.03764E+00   6.42090E+00   1.42336E+22   8.56716E+22   5.25661E+00   4.08650E-02
  5.98708E-01   8.69016E+22   1.19144E+00   4.58161E+00   1.18963E+22   4.09326E+22   2.53597E+00   4.66425E-02
  6.64397E-01   7.45221E+22   1.31819E+00   4.57627E+00   9.44744E+21   2.18958E+22   1.51296E+00   5.25122E-02
  7.26726E-01   5.27105E+22   1.46849E+00   3.38360E+00   7.44144E+21   9.81194E+21   8.44471E-01   5.84156E-02
  7.85306E-01   3.45239E+22   1.84542E+00   2.53728E+00   5.78250E+21   3.59355E+21   4.09753E-01   6.42960E-02
  8.39878E-01   1.95063E+22   2.19599E+00   1.68109E+00   4.46637E+21   1.31728E+21   1.43848E-01   7.01086E-02
  8.88700E-01   1.17790E+22   2.91360E+00   1.17612E+00   3.65150E+21   8.05320E+20   6.55663E-02   7.58011E-02
  9.32781E-01   6.30834E+21   3.74679E+00   7.81467E-01   2.62453E+21   6.20340E+20   9.45274E-02   8.13096E-02
  9.71895E-01   3.66069E+21   3.76827E+00   6.09948E-01   2.16951E+21   6.87243E+19   2.54040E-02   8.65736E-02
  1.00470E+00   3.65931E+21   5.74182E+00   6.16403E-01   1.69448E+21   8.11339E+19   2.86567E-02   9.15400E-02
  1.03325E+00   2.20126E+21   4.56824E+00   2.96817E-01   1.28544E+21   0.00000E+00   3.62979E-03   9.61687E-02
  1.05805E+00   1.34167E+21   7.15288E+00   3.82658E-01   9.54789E+20   2.59402E+19   2.29088E-03   1.00423E-01
  1.07861E+00   1.95343E+21   5.00286E+00   2.35785E-01   6.80121E+20   0.00000E+00   4.28335E-03   1.04275E-01
  1.09376E+00   7.56783E+20   3.21248E+00   6.78283E-02   4.31146E+20   0.00000E+00   9.50421E-04   1.07707E-01
