# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=1.49e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.09594E-01   3.23976E+22   4.87654E-01   8.60632E-01   6.45462E+17   1.77428E+23   5.90172E+00  -6.03876E-01
 -2.79167E-01   3.18147E+22   4.87771E-01   7.85661E-01   1.98881E+18   1.62865E+23   5.44296E+00  -5.64922E-01
 -2.48074E-01   4.02431E+22   5.93040E-01   1.07863E+00   4.34295E+18   1.61013E+23   5.73030E+00  -5.24890E-01
 -2.16306E-01   4.30711E+22   4.56462E-01   1.07403E+00   1.07287E+19   1.34397E+23   5.30478E+00  -4.83694E-01
 -1.84364E-01   4.38740E+22   6.05531E-01   1.21516E+00   2.74942E+19   1.41386E+23   4.92928E+00  -4.40587E-01
 -1.52700E-01   5.25115E+22   7.40071E-01   1.82828E+00   8.52440E+19   1.23269E+23   4.72774E+00  -3.96024E-01
 -1.21990E-01   4.86761E+22   6.98288E-01   1.48564E+00   2.46788E+20   1.24749E+23   5.55213E+00  -3.50182E-01
 -9.25201E-02   3.46010E+22   6.69640E-01   1.09506E+00   7.11958E+20   1.10020E+23   4.62511E+00  -3.02220E-01
 -6.49742E-02   4.70554E+22   7.04000E-01   1.67559E+00   2.01228E+21   9.86531E+22   4.59201E+00  -2.52625E-01
 -4.08761E-02   5.76421E+22   7.86276E-01   2.37850E+00   6.21564E+21   1.01279E+23   5.09929E+00  -2.00743E-01
 -2.13763E-02   8.06157E+22   9.78756E-01   3.82587E+00   1.51296E+22   1.14253E+23   6.32458E+00  -1.43444E-01
 -6.44538E-03   9.03966E+22   1.05638E+00   4.80581E+00   2.53598E+22   1.13909E+23   6.53866E+00  -5.65283E-02
  7.73269E-03   1.33209E+23   1.09081E+00   7.22600E+00   3.65401E+22   1.33252E+23   7.77108E+00   7.04409E-04
  2.69840E-02   2.18303E+23   1.13304E+00   1.34063E+01   5.20697E+22   1.61663E+23   9.96761E+00   2.45388E-03
  5.39491E-02   3.64172E+23   1.10590E+00   2.07958E+01   6.22845E+22   2.14517E+23   1.40112E+01   4.85436E-03
  8.69687E-02   4.86084E+23   1.11600E+00   2.77574E+01   6.92716E+22   2.68092E+23   1.68967E+01   7.84668E-03
  1.25659E-01   4.64162E+23   1.10675E+00   2.62531E+01   6.39711E+22   2.63563E+23   1.68108E+01   1.13729E-02
  1.69906E-01   4.14167E+23   1.17565E+00   2.37978E+01   6.87794E+22   1.99238E+23   1.30741E+01   1.53775E-02
  2.17588E-01   3.41723E+23   1.27643E+00   2.18075E+01   6.20541E+22   1.31824E+23   8.88255E+00   1.98112E-02
  2.67844E-01   2.57014E+23   1.32412E+00   1.65756E+01   5.20175E+22   6.80654E+22   4.61778E+00   2.46417E-02
  3.18916E-01   1.98086E+23   1.47377E+00   1.40706E+01   4.44744E+22   3.62535E+22   2.75111E+00   2.98075E-02
  3.68977E-01   1.53112E+23   1.59525E+00   1.13364E+01   3.72093E+22   1.94600E+22   1.59463E+00   3.52339E-02
  4.16918E-01   1.09714E+23   1.78213E+00   9.26643E+00   3.10171E+22   8.31286E+21   7.05040E-01   4.08650E-02
  4.62965E-01   5.99337E+22   2.06164E+00   5.88355E+00   2.28968E+22   3.37782E+21   3.42634E-01   4.66425E-02
  5.06401E-01   3.38805E+22   2.78907E+00   3.73973E+00   1.55004E+22   1.36961E+21   1.54807E-01   5.25122E-02
  5.46523E-01   1.61550E+22   3.35227E+00   2.16704E+00   1.02737E+22   7.87865E+20   7.13307E-02   5.84156E-02
  5.84501E-01   1.03474E+22   4.17700E+00   1.67127E+00   6.80862E+21   9.75275E+19   2.95719E-02   6.42960E-02
  6.19861E-01   6.13548E+21   4.90542E+00   1.00348E+00   4.68093E+21   1.82426E+20   1.45600E-02   7.01086E-02
  6.52622E-01   3.39850E+21   4.55843E+00   5.81217E-01   3.15191E+21   7.76393E+19   2.13668E-02   7.58011E-02
  6.82978E-01   3.38294E+21   4.09571E+00   5.18804E-01   2.22242E+21   1.28600E+20   2.45148E-02   8.13096E-02
  7.10965E-01   1.19713E+21   6.44541E+00   2.50037E-01   1.53296E+21   1.83740E+20   1.04536E-02   8.65736E-02
  7.36429E-01   1.52579E+21   4.69562E+00   2.80549E-01   1.11898E+21   1.60077E+20   5.06411E-03   9.15400E-02
  7.58995E-01   1.12016E+21   4.20473E+00   1.97676E-01   8.04361E+20   1.48751E+20   7.57931E-03   9.61687E-02
  7.78734E-01   1.40747E+21   5.96550E+00   2.38000E-01   5.74278E+20   4.14959E+18   1.19988E-03   1.00423E-01
  7.95096E-01   7.03646E+20   1.06746E+01   1.34773E-01   3.95192E+20   2.20802E+20   1.15418E-02   1.04275E-01
  8.08420E-01   4.73455E+20   2.72243E+00   3.88210E-02   1.99342E+20   0.00000E+00   2.30226E-05   1.07707E-01
