# Target loading - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:27 pshenoa RSP_D_only_nodrift_20MW_Dpuff=1.13e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# ne	 : electron density [1/m^3]
# Te	 : electron temperature [eV]
# Ti	 : ion temperature [eV]
# Wtot	 : total power flux [W/m^2]
# Wpart	 : power flux with particles [W/m^2]
# Wrad	 : power flux with radiation [W/m^2]
# Wpls	 : power flux with charged particles [W/m^2]
# Wneut	 : power flux with neutral particles [W/m^2]
# Wheat	 : power flux due to particles impinging on wall [W/m^2]
# Wpot	 : power flux due to recombination [W/m^2]
# Whtpl	 : power flux due to plasma particles impinging on wall [W/m^2]
# Wptpl	 : power flux due to plasma recombination [W/m^2]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc	 : radial coordinate on target [m]
# Zclfc	 : vertical coordinate on target [m]
# Wpar_xpt	 : parallel power flux around x-point [W/m^2]
# WWpar	 : would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg	 : would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt	 : connection length from midplane to target [m]
# Lcnnx	 : connection length from x-point to target [m]
#           x            ne            Te            Ti          Wtot         Wpart          Wrad          Wpls         Wneut         Wheat          Wpot         Whtpl         Wptpl           xMP         Rclfc         Zclfc      Wpar_xpt         WWpar         WWtrg         Lcnnt         Lcnnx
 -3.07114E-01   4.62012E+17   3.21125E-01   4.32069E-01   5.67503E+03   1.73745E+03   3.93759E+03   1.85213E+02   1.55223E+03   1.19693E+03   5.40519E+02   2.72122E+00   1.82491E+02  -6.03876E-01   5.55431E+00  -4.48065E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.64235E+01   2.91687E+01
 -2.75339E-01   8.65845E+17   3.70920E-01   4.95688E-01   7.01107E+03   2.81935E+03   4.19172E+03   4.28330E+02   2.39102E+03   1.91016E+03   9.09186E+02   7.06394E+01   3.57690E+02  -5.64922E-01   5.55430E+00  -4.44888E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.82348E+01   3.02098E+01
 -2.43443E-01   1.56377E+18   4.17494E-01   5.69990E-01   8.38541E+03   3.82444E+03   4.56097E+03   7.70689E+02   3.05375E+03   2.44343E+03   1.38101E+03   9.40345E+01   6.76655E+02  -5.24890E-01   5.55429E+00  -4.41698E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.98512E+01   3.10365E+01
 -2.11564E-01   2.94517E+18   4.63114E-01   6.20936E-01   9.96702E+03   4.73228E+03   5.23474E+03   1.38048E+03   3.35180E+03   2.69631E+03   2.03598E+03   1.17610E+02   1.26287E+03  -4.83694E-01   5.55429E+00  -4.38510E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.27366E+01   3.27151E+01
 -1.79903E-01   5.55491E+18   5.31884E-01   7.13282E-01   1.26135E+04   6.50771E+03   6.10583E+03   2.82671E+03   3.68100E+03   3.19199E+03   3.31572E+03   3.60024E+02   2.46668E+03  -4.40587E-01   5.55428E+00  -4.35344E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.51470E+01   3.41102E+01
 -1.49095E-01   1.06980E+19   6.21144E-01   8.17661E-01   1.70881E+04   9.82389E+03   7.26420E+03   5.59344E+03   4.23045E+03   3.86981E+03   5.95407E+03   6.15134E+02   4.97831E+03  -3.96024E-01   5.55427E+00  -4.32263E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.82497E+01   3.57010E+01
 -1.19421E-01   2.09349E+19   7.06266E-01   9.00200E-01   2.56423E+04   1.68078E+04   8.83443E+03   1.14563E+04   5.35158E+03   5.86578E+03   1.09421E+04   1.74856E+03   9.70770E+03  -3.50182E-01   5.55427E+00  -4.29296E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.28527E+01   3.82804E+01
 -9.12713E-02   4.08050E+19   8.06287E-01   9.93820E-01   4.14001E+04   3.10958E+04   1.03043E+04   2.39111E+04   7.18472E+03   9.67323E+03   2.14226E+04   4.14569E+03   1.97654E+04  -3.02220E-01   5.55426E+00  -4.26481E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.66325E+01   4.03642E+01
 -6.53910E-02   7.92133E+19   8.88174E-01   1.03990E+00   6.84294E+04   5.64731E+04   1.19563E+04   4.46301E+04   1.18430E+04   1.67070E+04   3.97661E+04   7.59565E+03   3.70345E+04  -2.52625E-01   5.55426E+00  -4.23893E+00   0.00000E+00   0.00000E+00   0.00000E+00   7.43767E+01   4.44807E+01
 -4.22125E-02   1.43174E+20   9.84522E-01   1.11873E+00   1.21860E+05   1.07057E+05   1.48027E+04   8.43425E+04   2.27147E+04   3.25004E+04   7.45568E+04   1.50249E+04   6.93176E+04  -2.00743E-01   5.55426E+00  -4.21575E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.10400E+01   4.81336E+01
 -2.23437E-02   2.43905E+20   1.06806E+00   1.18169E+00   2.07170E+05   1.87244E+05   1.99263E+04   1.45125E+05   4.21192E+04   6.12975E+04   1.25947E+05   2.88932E+04   1.16232E+05  -1.43444E-01   5.55425E+00  -4.19588E+00   0.00000E+00   0.00000E+00   0.00000E+00   9.54081E+01   5.56741E+01
 -6.67591E-03   3.60832E+20   1.16742E+00   1.28040E+00   3.20109E+05   2.92065E+05   2.80444E+04   2.23541E+05   6.85233E+04   9.76154E+04   1.94449E+05   4.48972E+04   1.78644E+05  -5.65283E-02   5.55425E+00  -4.18021E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.27822E+02   7.21478E+01
