# Target erosion - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=1.76e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.07114E-01   2.22881E+20   5.93902E-02   9.54716E-04   1.98232E+19   4.13452E+23   1.06425E+01  -6.03876E-01
 -2.75339E-01   1.13475E+21   2.12562E-01   9.03475E-03   3.41764E+19   4.06327E+23   1.05096E+01  -5.64922E-01
 -2.43443E-01   7.65935E+20   9.14354E-02   5.10529E-03   4.96913E+19   3.95328E+23   1.05802E+01  -5.24890E-01
 -2.11564E-01   2.42853E+21   1.28417E-01   2.46583E-02   8.95068E+19   3.41074E+23   9.39064E+00  -4.83694E-01
 -1.79903E-01   5.58940E+21   1.57746E-01   4.91787E-02   1.54756E+20   3.65495E+23   9.99006E+00  -4.40587E-01
 -1.49095E-01   4.80798E+21   1.14943E-01   6.36418E-02   2.61401E+20   3.48425E+23   9.86159E+00  -3.96024E-01
 -1.19421E-01   7.15646E+21   2.48078E-01   8.44065E-02   4.63721E+20   3.36278E+23   9.74133E+00  -3.50182E-01
 -9.12713E-02   1.17568E+22   2.27693E-01   1.42161E-01   7.98190E+20   3.31543E+23   1.00471E+01  -3.02220E-01
 -6.53910E-02   1.13245E+22   2.16512E-01   1.61398E-01   1.33406E+21   2.88311E+23   8.95236E+00  -2.52625E-01
 -4.22125E-02   1.53856E+22   3.11448E-01   2.42306E-01   2.29604E+21   2.91731E+23   9.28410E+00  -2.00743E-01
 -2.23437E-02   2.06769E+22   3.27511E-01   4.02716E-01   3.56906E+21   2.76877E+23   9.44340E+00  -1.43444E-01
 -6.67591E-03   1.09159E+22   3.74048E-01   2.28076E-01   5.48024E+21   2.44269E+23   7.93262E+00  -5.65283E-02
  8.15737E-03   2.17161E+22   3.94464E-01   5.54697E-01   6.66635E+21   2.24421E+23   8.53663E+00   7.04409E-04
  2.84488E-02   2.61684E+22   5.02305E-01   8.23664E-01   1.01906E+22   2.32014E+23   9.48063E+00   2.45388E-03
  5.70948E-02   3.84952E+22   6.30748E-01   1.61304E+00   1.42726E+22   2.20886E+23   9.66496E+00   4.85436E-03
  9.18439E-02   7.39445E+22   6.93048E-01   2.85704E+00   2.18936E+22   2.19994E+23   1.07195E+01   7.84668E-03
  1.29296E-01   1.13285E+23   7.71764E-01   5.29050E+00   2.69533E+22   2.57047E+23   1.31905E+01   1.13729E-02
  1.73841E-01   1.25110E+23   8.42798E-01   5.27160E+00   2.47521E+22   2.63649E+23   1.33312E+01   1.53775E-02
  2.33655E-01   1.64811E+23   8.72754E-01   7.04556E+00   1.91098E+22   2.58958E+23   1.34521E+01   1.98112E-02
  3.11418E-01   1.91108E+23   8.83251E-01   8.21259E+00   1.58881E+22   2.33545E+23   1.27978E+01   2.46417E-02
  3.89613E-01   1.93752E+23   1.00290E+00   9.37656E+00   2.05424E+22   1.59700E+23   9.09266E+00   2.98075E-02
  4.61617E-01   1.62437E+23   1.16310E+00   8.18775E+00   1.75508E+22   1.01636E+23   6.36075E+00   3.52339E-02
  5.31891E-01   1.27076E+23   1.34264E+00   7.80958E+00   1.63430E+22   4.72941E+22   3.07548E+00   4.08650E-02
  5.98708E-01   8.55309E+22   1.66115E+00   5.84412E+00   1.32613E+22   1.51164E+22   1.25393E+00   4.66425E-02
  6.64397E-01   3.87650E+22   2.26543E+00   3.31890E+00   1.07414E+22   2.80360E+21   3.62243E-01   5.25122E-02
  7.26726E-01   1.42114E+22   4.15204E+00   1.99888E+00   7.91423E+21   1.52281E+20   4.18729E-02   5.84156E-02
  7.85306E-01   3.36500E+21   9.18168E+00   9.08774E-01   3.98322E+21   1.43568E+19   1.01650E-02   6.42960E-02
  8.39878E-01   9.81484E+20   1.61619E+01   5.68776E-01   2.11694E+21   1.58996E+19   7.99092E-03   7.01086E-02
  8.88700E-01   5.53480E+20   1.55099E+01   3.87051E-01   1.58819E+21   0.00000E+00   3.45641E-03   7.58011E-02
  9.32781E-01   4.34687E+20   1.88099E+01   2.44908E-01   1.15602E+21   0.00000E+00   4.13806E-04   8.13096E-02
  9.71895E-01   3.25135E+20   3.17526E+01   2.85755E-01   1.00777E+21   0.00000E+00   3.30364E-03   8.65736E-02
  1.00470E+00   2.70861E+20   2.24650E+01   2.19352E-01   8.21351E+20   0.00000E+00   1.85396E-03   9.15400E-02
  1.03325E+00   7.94427E+17   5.18598E+01   1.11361E-01   6.49040E+20   0.00000E+00   4.94164E-04   9.61687E-02
  1.05805E+00   1.05554E+20   2.00377E+01   1.33410E-01   4.97609E+20   0.00000E+00   1.66836E-03   1.00423E-01
  1.07861E+00   0.00000E+00   1.99632E+01   6.98747E-02   3.53942E+20   0.00000E+00   0.00000E+00   1.04275E-01
  1.09376E+00   1.35004E+20   4.31596E+00   1.27662E-02   2.07071E+20   0.00000E+00   0.00000E+00   1.07707E-01
