# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=1.22e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.09594E-01   2.66121E+22   5.90744E-01   8.22925E-01   7.97212E+17   1.26692E+23   4.32860E+00  -6.03876E-01
 -2.79167E-01   3.13831E+22   6.29892E-01   8.33281E-01   1.49758E+18   1.15666E+23   4.04239E+00  -5.64922E-01
 -2.48074E-01   2.79436E+22   6.19013E-01   6.92612E-01   3.92242E+18   1.09898E+23   3.93755E+00  -5.24890E-01
 -2.16306E-01   3.91730E+22   7.68233E-01   1.19015E+00   9.16980E+18   9.65928E+22   3.93455E+00  -4.83694E-01
 -1.84364E-01   3.76066E+22   6.97732E-01   1.24424E+00   2.79288E+19   9.87639E+22   3.75125E+00  -4.40587E-01
 -1.52700E-01   4.40845E+22   6.47974E-01   1.67812E+00   8.32290E+19   9.22744E+22   3.51583E+00  -3.96024E-01
 -1.21990E-01   4.13801E+22   7.55321E-01   1.52289E+00   2.33831E+20   8.07941E+22   3.18004E+00  -3.50182E-01
 -9.25201E-02   4.06476E+22   7.54168E-01   1.17549E+00   7.07730E+20   8.20464E+22   3.73369E+00  -3.02220E-01
 -6.49742E-02   4.21446E+22   8.45189E-01   1.74361E+00   2.19525E+21   7.29911E+22   3.81831E+00  -2.52625E-01
 -4.08761E-02   4.82033E+22   1.01838E+00   2.35134E+00   6.99250E+21   8.07049E+22   4.41246E+00  -2.00743E-01
 -2.13763E-02   7.24471E+22   1.11823E+00   4.07869E+00   1.75785E+22   8.18836E+22   4.73824E+00  -1.43444E-01
 -6.44538E-03   1.18415E+23   1.11633E+00   6.15389E+00   3.00574E+22   8.69891E+22   5.14285E+00  -5.65283E-02
  7.73269E-03   1.64368E+23   1.12205E+00   9.30598E+00   4.35331E+22   1.24170E+23   7.50139E+00   7.04409E-04
  2.69840E-02   3.02319E+23   1.15062E+00   1.78775E+01   6.17781E+22   1.55720E+23   1.01303E+01   2.45388E-03
  5.39491E-02   4.29973E+23   1.15967E+00   2.58295E+01   7.53779E+22   2.00779E+23   1.31213E+01   4.85436E-03
  8.69687E-02   5.07379E+23   1.17582E+00   3.14388E+01   8.13891E+22   2.44075E+23   1.57457E+01   7.84668E-03
  1.25659E-01   5.24691E+23   1.24039E+00   3.23153E+01   7.88709E+22   2.03973E+23   1.33252E+01   1.13729E-02
  1.69906E-01   4.45015E+23   1.25259E+00   2.73539E+01   6.77411E+22   1.44420E+23   1.00208E+01   1.53775E-02
  2.17588E-01   3.40119E+23   1.40901E+00   2.37892E+01   6.90265E+22   7.94883E+22   5.64782E+00   1.98112E-02
  2.67844E-01   2.51540E+23   1.49434E+00   1.79838E+01   5.61796E+22   4.20375E+22   3.16765E+00   2.46417E-02
  3.18916E-01   1.83023E+23   1.73007E+00   1.45226E+01   4.54487E+22   1.89347E+22   1.54914E+00   2.98075E-02
  3.68977E-01   1.16910E+23   2.02444E+00   1.00815E+01   3.72551E+22   6.94622E+21   7.58695E-01   3.52339E-02
  4.16918E-01   5.27290E+22   2.60705E+00   5.72320E+00   2.55547E+22   1.93071E+21   2.50984E-01   4.08650E-02
  4.62965E-01   2.60446E+22   3.66099E+00   3.97463E+00   1.57041E+22   6.36441E+20   1.07313E-01   4.66425E-02
  5.06401E-01   9.94214E+21   6.53635E+00   2.18665E+00   9.98932E+21   7.90349E+19   3.43771E-02   5.25122E-02
  5.46523E-01   3.45543E+21   8.70814E+00   1.17557E+00   6.20106E+21   4.24371E+19   1.43485E-02   5.84156E-02
  5.84501E-01   2.52240E+21   7.76994E+00   7.63694E-01   4.01040E+21   0.00000E+00   4.53454E-03   6.42960E-02
  6.19861E-01   1.70274E+21   1.04036E+01   7.83903E-01   2.79624E+21   0.00000E+00   5.95111E-03   7.01086E-02
  6.52622E-01   1.01243E+21   1.56146E+01   4.21518E-01   1.92316E+21   0.00000E+00   3.92214E-03   7.58011E-02
  6.82978E-01   1.06282E+21   1.76157E+01   4.89333E-01   1.40688E+21   0.00000E+00   1.85838E-03   8.13096E-02
  7.10965E-01   7.70870E+20   1.89759E+01   3.22381E-01   1.00684E+21   0.00000E+00   1.36210E-03   8.65736E-02
  7.36429E-01   1.58565E+21   6.03894E+00   2.82813E-01   7.66594E+20   1.41432E+20   6.32538E-03   9.15400E-02
  7.58995E-01   7.29022E+20   1.77630E+01   1.78382E-01   5.66691E+20   0.00000E+00   5.60044E-03   9.61687E-02
  7.78734E-01   8.55985E+20   8.70047E+00   1.52428E-01   4.16455E+20   0.00000E+00   5.52214E-04   1.00423E-01
  7.95096E-01   4.83330E+20   4.32605E+00   1.57310E-01   2.92533E+20   0.00000E+00   4.73449E-04   1.04275E-01
  8.08420E-01   4.62098E+18   1.98005E+01   3.96776E-02   1.39748E+20   1.41202E+20   1.84615E-03   1.07707E-01
