# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  10:13 pshenoa RSP_D_only_nodrift_20MW_Dpuff=8.85e21_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.09594E-01   6.11025E+21   1.07819E+00   3.00701E-01   4.27336E+19   8.76385E+21   3.33221E-01  -6.03876E-01
 -2.79167E-01   7.13004E+21   9.44655E-01   3.37986E-01   8.67320E+19   8.09448E+21   3.47068E-01  -5.64922E-01
 -2.48074E-01   6.76768E+21   1.04950E+00   3.06320E-01   1.62905E+20   7.27937E+21   3.19437E-01  -5.24890E-01
 -2.16306E-01   6.69645E+21   1.01124E+00   2.83372E-01   2.95388E+20   7.47822E+21   3.36261E-01  -4.83694E-01
 -1.84364E-01   7.47902E+21   1.14406E+00   4.05964E-01   5.47565E+20   7.91122E+21   3.49886E-01  -4.40587E-01
 -1.52700E-01   9.36518E+21   1.16734E+00   4.84876E-01   1.01798E+21   7.17361E+21   3.25442E-01  -3.96024E-01
 -1.21990E-01   1.17629E+22   1.34827E+00   7.67747E-01   1.92149E+21   7.13189E+21   3.88130E-01  -3.50182E-01
 -9.25201E-02   1.89174E+22   1.42547E+00   1.21559E+00   3.76050E+21   7.39790E+21   4.30632E-01  -3.02220E-01
 -6.49742E-02   3.16948E+22   1.42246E+00   2.21207E+00   7.76814E+21   8.65178E+21   5.11908E-01  -2.52625E-01
 -4.08761E-02   7.11936E+22   1.57185E+00   5.40436E+00   1.96838E+22   1.17067E+22   8.42510E-01  -2.00743E-01
 -2.13763E-02   1.71654E+23   1.60381E+00   1.32782E+01   5.30988E+22   2.39770E+22   2.01704E+00  -1.43444E-01
 -6.44538E-03   3.92006E+23   1.66448E+00   3.19054E+01   1.15999E+23   4.91647E+22   3.97130E+00  -5.65283E-02
  7.73269E-03   7.31034E+23   1.73310E+00   6.09391E+01   1.90193E+23   7.12210E+22   6.06758E+00   7.04409E-04
  2.69840E-02   8.47815E+23   1.99851E+00   7.61488E+01   2.23892E+23   5.58693E+22   5.16525E+00   2.45388E-03
  5.39491E-02   5.31640E+23   2.46166E+00   5.45555E+01   2.09681E+23   1.73165E+22   1.95035E+00   4.85436E-03
  8.69687E-02   3.86485E+23   2.71760E+00   4.29468E+01   1.76619E+23   1.04471E+22   1.24323E+00   7.84668E-03
  1.25659E-01   2.59015E+23   2.67830E+00   2.89719E+01   1.18433E+23   8.08669E+21   9.52280E-01   1.13729E-02
  1.69906E-01   1.51384E+23   2.94110E+00   1.82756E+01   8.07292E+22   3.81991E+21   5.01500E-01   1.53775E-02
  2.17588E-01   6.03844E+22   4.68143E+00   1.04531E+01   5.45522E+22   8.43902E+20   1.78307E-01   1.98112E-02
  2.67844E-01   7.07095E+21   1.58061E+01   3.37785E+00   1.74809E+22   2.88958E+19   3.84715E-02   2.46417E-02
  3.18916E-01   1.63157E+21   3.77029E+01   1.65298E+00   7.32874E+21   0.00000E+00   1.71508E-02   2.98075E-02
  3.68977E-01   1.06364E+21   5.21463E+01   1.18063E+00   4.21091E+21   0.00000E+00   8.01096E-03   3.52339E-02
  4.16918E-01   4.55510E+20   4.45017E+01   6.22354E-01   2.74701E+21   0.00000E+00   6.10089E-03   4.08650E-02
  4.62965E-01   2.34035E+20   5.86781E+01   4.43921E-01   1.78201E+21   0.00000E+00   2.57980E-03   4.66425E-02
  5.06401E-01   2.42335E+20   8.41957E+01   3.60476E-01   1.27477E+21   1.85927E+19   4.26567E-03   5.25122E-02
  5.46523E-01   2.97096E+20   2.98124E+01   2.26073E-01   8.84887E+20   1.97595E+19   4.67296E-03   5.84156E-02
  5.84501E-01   2.52040E+20   2.38641E+01   1.82007E-01   6.15587E+20   2.06991E+19   1.78063E-03   6.42960E-02
  6.19861E-01   2.33286E+19   1.34748E+02   1.30504E-01   4.50072E+20   2.25708E+19   1.51835E-03   7.01086E-02
  6.52622E-01   1.23262E+20   1.71955E+02   1.67317E-01   3.22789E+20   0.00000E+00   1.57006E-03   7.58011E-02
  6.82978E-01   9.61345E+19   2.23224E+01   3.81963E-02   2.42473E+20   0.00000E+00   5.25017E-04   8.13096E-02
  7.10965E-01   8.16360E+19   1.30817E+02   9.13230E-02   1.77346E+20   1.44665E+19   5.74310E-04   8.65736E-02
  7.36429E-01   6.73945E+19   3.97877E+01   2.87667E-02   1.37490E+20   2.19972E+17   6.13014E-06   9.15400E-02
