# Target erosion - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=6.80e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
  7.26726E-01   3.69739E+20   3.82177E+01   3.22046E-01   1.51639E+21   8.27966E+18   3.97061E-03   5.84156E-02
  7.85306E-01   1.58205E+20   5.36288E+01   2.15816E-01   1.07933E+21   0.00000E+00   1.87981E-03   6.42960E-02
  8.39878E-01   7.43427E+19   9.24015E+01   2.26938E-01   7.83330E+20   0.00000E+00   1.82951E-03   7.01086E-02
  8.88700E-01   7.67341E+19   8.19933E+01   1.34109E-01   6.24507E+20   0.00000E+00   1.22472E-03   7.58011E-02
  9.32781E-01   7.82382E+19   4.02533E+01   1.02829E-01   4.53721E+20   0.00000E+00   5.69325E-04   8.13096E-02
  9.71895E-01   9.67822E+19   1.45347E+02   2.40571E-01   3.92486E+20   0.00000E+00   5.31061E-04   8.65736E-02
  1.00470E+00   7.91018E+19   2.14786E+01   7.27794E-02   3.19077E+20   1.58578E+19   1.05881E-03   9.15400E-02
  1.03325E+00   5.41315E+19   1.10024E+02   1.04916E-01   2.54266E+20   0.00000E+00   8.44898E-04   9.61687E-02
  1.05805E+00   2.08087E+19   7.66506E+01   5.90989E-02   1.97468E+20   0.00000E+00   1.83365E-04   1.00423E-01
  1.07861E+00   3.98564E+19   7.87284E+01   4.82780E-02   1.43982E+20   0.00000E+00   2.43174E-03   1.04275E-01
  1.09376E+00   1.20272E+20   8.75534E+00   3.71011E-02   8.58814E+19   0.00000E+00   3.74928E-04   1.07707E-01
