# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=6.80e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.09594E-01   2.46714E+22   7.98353E-01   9.11463E-01   5.28506E+17   6.16861E+22   2.26961E+00  -6.03876E-01
 -2.79167E-01   2.29420E+22   7.46286E-01   8.63441E-01   1.42046E+18   5.84135E+22   2.26797E+00  -5.64922E-01
 -2.48074E-01   2.66421E+22   8.02532E-01   9.20555E-01   3.44245E+18   5.19428E+22   1.97357E+00  -5.24890E-01
 -2.16306E-01   2.47344E+22   7.68417E-01   8.13855E-01   8.80449E+18   5.12635E+22   2.02060E+00  -4.83694E-01
 -1.84364E-01   2.65038E+22   8.51085E-01   1.00404E+00   2.61732E+19   4.61597E+22   1.88614E+00  -4.40587E-01
 -1.52700E-01   2.79631E+22   9.18114E-01   1.09575E+00   7.60004E+19   4.19564E+22   1.74467E+00  -3.96024E-01
 -1.21990E-01   3.12246E+22   9.16224E-01   1.21972E+00   2.48900E+20   4.51665E+22   2.00207E+00  -3.50182E-01
 -9.25201E-02   2.65982E+22   9.26648E-01   1.09185E+00   8.43851E+20   3.71902E+22   1.83155E+00  -3.02220E-01
 -6.49742E-02   3.21947E+22   9.87270E-01   1.59659E+00   2.90391E+21   3.69403E+22   1.87825E+00  -2.52625E-01
 -4.08761E-02   5.19414E+22   1.16828E+00   2.86276E+00   9.71449E+21   4.21867E+22   2.51227E+00  -2.00743E-01
 -2.13763E-02   9.01906E+22   1.23072E+00   5.93188E+00   2.57737E+22   4.96663E+22   3.19463E+00  -1.43444E-01
 -6.44538E-03   1.66883E+23   1.19526E+00   1.06164E+01   4.70893E+22   7.32894E+22   5.01323E+00  -5.65283E-02
  7.73269E-03   2.92033E+23   1.26219E+00   1.87565E+01   6.96256E+22   1.08196E+23   7.66412E+00   7.04409E-04
  2.69840E-02   5.06246E+23   1.28541E+00   3.30235E+01   1.03352E+23   1.56432E+23   1.10795E+01   2.45388E-03
  5.39491E-02   6.49244E+23   1.30225E+00   4.29383E+01   1.09332E+23   1.93533E+23   1.32420E+01   4.85436E-03
  8.69687E-02   6.08072E+23   1.34459E+00   4.09043E+01   1.10540E+23   1.54757E+23   1.14554E+01   7.84668E-03
  1.25659E-01   5.38274E+23   1.43350E+00   3.80890E+01   1.11980E+23   1.12666E+23   8.16939E+00   1.13729E-02
  1.69906E-01   4.18415E+23   1.60171E+00   3.16561E+01   9.29772E+22   5.54759E+22   4.53185E+00   1.53775E-02
  2.17588E-01   2.84451E+23   1.88656E+00   2.44882E+01   7.61818E+22   2.26527E+22   2.00306E+00   1.98112E-02
  2.67844E-01   1.77680E+23   2.20855E+00   1.70274E+01   6.02091E+22   8.08104E+21   8.53002E-01   2.46417E-02
  3.18916E-01   8.55330E+22   2.92311E+00   1.00778E+01   4.18774E+22   2.35620E+21   2.83314E-01   2.98075E-02
  3.68977E-01   2.84717E+22   4.81202E+00   5.07213E+00   2.68946E+22   3.31882E+20   9.74466E-02   3.52339E-02
  4.16918E-01   6.93302E+21   1.18491E+01   2.46841E+00   1.34697E+22   2.79552E+19   3.85805E-02   4.08650E-02
  4.62965E-01   2.79202E+21   1.88264E+01   1.34163E+00   6.92633E+21   1.88814E+19   1.73911E-02   4.66425E-02
  5.06401E-01   1.15918E+21   2.94895E+01   9.89773E-01   4.37046E+21   0.00000E+00   7.53407E-03   5.25122E-02
  5.46523E-01   1.00546E+21   3.28478E+01   5.99706E-01   2.85400E+21   0.00000E+00   6.56703E-03   5.84156E-02
  5.84501E-01   5.55565E+20   2.03554E+01   3.01121E-01   1.93512E+21   0.00000E+00   3.95749E-03   6.42960E-02
  6.19861E-01   2.66988E+20   4.38010E+01   2.41601E-01   1.41781E+21   2.66345E+19   3.20037E-03   7.01086E-02
  6.52622E-01   2.28990E+20   4.40255E+01   3.07234E-01   1.01044E+21   0.00000E+00   4.87929E-04   7.58011E-02
  6.82978E-01   1.58206E+20   3.23428E+01   1.66405E-01   7.59495E+20   3.54942E+17   9.28914E-04   8.13096E-02
  7.10965E-01   1.36847E+20   3.04451E+01   4.77030E-02   5.58431E+20   0.00000E+00   1.17585E-03   8.65736E-02
  7.36429E-01   1.14851E+20   2.79040E+01   3.97461E-02   4.30870E+20   0.00000E+00   2.61809E-04   9.15400E-02
  7.58995E-01   1.74124E+20   1.82347E+01   7.84144E-02   3.29154E+20   0.00000E+00   5.44651E-04   9.61687E-02
  7.78734E-01   5.77241E+17   5.90745E+01   4.76592E-03   2.46054E+20   2.60782E+19   3.71470E-04   1.00423E-01
  7.95096E-01   1.45533E+18   6.65488E+01   4.19745E-04   1.72079E+20   6.55076E+19   1.06613E-03   1.04275E-01
  8.08420E-01   2.33383E+20   2.84581E+01   5.96799E-02   8.33155E+19   3.87804E+19   1.15567E-03   1.07707E-01
