# Target erosion - outer     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:28 pshenoa RSP_D_only_nodrift_20MW_Dpuff=1.49e23_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.07114E-01   4.85838E+20   1.81366E-01   6.28341E-03   2.32422E+19   3.24674E+23   8.11925E+00  -6.03876E-01
 -2.75339E-01   8.84774E+20   1.51431E-01   6.28649E-03   4.30726E+19   3.04767E+23   8.06800E+00  -5.64922E-01
 -2.43443E-01   1.13621E+21   1.12754E-01   1.20975E-02   6.56387E+19   3.10515E+23   8.27704E+00  -5.24890E-01
 -2.11564E-01   3.56721E+21   1.79499E-01   3.66319E-02   1.03236E+20   3.04177E+23   8.39409E+00  -4.83694E-01
 -1.79903E-01   4.21430E+21   2.22555E-01   4.84954E-02   1.97473E+20   3.00032E+23   8.33792E+00  -4.40587E-01
 -1.49095E-01   1.13146E+22   2.08365E-01   1.23766E-01   3.80854E+20   2.62051E+23   7.37111E+00  -3.96024E-01
 -1.19421E-01   9.56620E+21   2.58675E-01   1.11829E-01   6.18670E+20   2.58563E+23   7.38662E+00  -3.50182E-01
 -9.12713E-02   8.46968E+21   2.71574E-01   1.24623E-01   1.23421E+21   2.40922E+23   7.40634E+00  -3.02220E-01
 -6.53910E-02   7.96659E+21   2.31149E-01   1.03452E-01   2.10551E+21   2.24027E+23   7.52034E+00  -2.52625E-01
 -4.22125E-02   1.54796E+22   3.40551E-01   3.07346E-01   3.97020E+21   2.29372E+23   7.54725E+00  -2.00743E-01
 -2.23437E-02   1.54684E+22   2.81403E-01   3.12462E-01   6.23029E+21   2.03657E+23   7.32143E+00  -1.43444E-01
 -6.67591E-03   2.17592E+22   4.60709E-01   6.25695E-01   8.73651E+21   1.95147E+23   7.66937E+00  -5.65283E-02
  8.15737E-03   2.95497E+22   5.91198E-01   1.15959E+00   1.11626E+22   1.97849E+23   8.02192E+00   7.04409E-04
  2.84488E-02   3.61825E+22   6.31728E-01   1.42560E+00   1.58769E+22   2.10001E+23   9.42868E+00   2.45388E-03
  5.70948E-02   5.03731E+22   7.39177E-01   2.25669E+00   2.07126E+22   1.96259E+23   9.00279E+00   4.85436E-03
  9.18439E-02   8.84073E+22   8.08101E-01   3.95685E+00   2.89679E+22   2.15684E+23   1.11674E+01   7.84668E-03
  1.29296E-01   1.33880E+23   9.02708E-01   6.56601E+00   3.60237E+22   2.36912E+23   1.25182E+01   1.13729E-02
  1.73841E-01   1.80702E+23   9.05553E-01   8.37735E+00   3.10101E+22   2.45955E+23   1.35157E+01   1.53775E-02
  2.33655E-01   2.08904E+23   9.48915E-01   9.36851E+00   2.38797E+22   2.44230E+23   1.35563E+01   1.98112E-02
  3.11418E-01   2.43072E+23   1.00850E+00   1.15886E+01   1.87228E+22   1.84846E+23   1.11466E+01   2.46417E-02
  3.89613E-01   2.20803E+23   1.19165E+00   1.17715E+01   2.27562E+22   9.87443E+22   6.17645E+00   2.98075E-02
  4.61617E-01   1.65152E+23   1.39835E+00   1.08722E+01   1.97852E+22   4.11341E+22   2.97010E+00   3.52339E-02
  5.31891E-01   9.99670E+22   2.05890E+00   8.13179E+00   1.91163E+22   8.05653E+21   7.15201E-01   4.08650E-02
  5.98708E-01   2.13155E+22   4.67376E+00   3.42603E+00   1.41259E+22   4.15894E+20   6.87560E-02   4.66425E-02
  6.64397E-01   2.60523E+21   1.30350E+01   1.02178E+00   5.03474E+21   0.00000E+00   1.02066E-02   5.25122E-02
  7.26726E-01   7.00056E+20   2.47481E+01   5.25734E-01   2.66082E+21   1.14118E+19   6.88816E-03   5.84156E-02
  7.85306E-01   3.78230E+20   3.55613E+01   3.55339E-01   1.88379E+21   0.00000E+00   2.50630E-03   6.42960E-02
  8.39878E-01   6.08827E+20   4.45364E+01   4.98690E-01   1.40478E+21   0.00000E+00   2.72007E-03   7.01086E-02
  8.88700E-01   1.92743E+20   3.85631E+01   1.93292E-01   1.14995E+21   0.00000E+00   1.92829E-03   7.58011E-02
  9.32781E-01   1.68915E+20   2.14839E+01   1.25439E-01   8.46095E+20   1.58153E+19   1.85544E-03   8.13096E-02
  9.71895E-01   2.60160E+20   2.19082E+01   1.47109E-01   7.27075E+20   0.00000E+00   1.66401E-03   8.65736E-02
  1.00470E+00   1.18690E+20   7.06567E+01   2.32291E-01   5.91215E+20   0.00000E+00   4.07376E-04   9.15400E-02
  1.03325E+00   4.98378E+19   5.65805E+01   1.32972E-01   4.64115E+20   0.00000E+00   8.42994E-04   9.61687E-02
  1.05805E+00   5.95184E+19   3.43745E+01   3.35540E-02   3.50303E+20   0.00000E+00   4.03881E-04   1.00423E-01
  1.07861E+00   0.00000E+00   6.18044E+01   4.26537E-02   2.52132E+20   0.00000E+00   0.00000E+00   1.04275E-01
  1.09376E+00   0.00000E+00   1.00001E-06   0.00000E+00   1.47779E+20   0.00000E+00   0.00000E+00   1.07707E-01
