# Target loading - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  10:13 pshenoa RSP_D_only_nodrift_20MW_Dpuff=8.85e21_W_div
# x	 : coordinate along target [m]. <0 in PFR
# ne	 : electron density [1/m^3]
# Te	 : electron temperature [eV]
# Ti	 : ion temperature [eV]
# Wtot	 : total power flux [W/m^2]
# Wpart	 : power flux with particles [W/m^2]
# Wrad	 : power flux with radiation [W/m^2]
# Wpls	 : power flux with charged particles [W/m^2]
# Wneut	 : power flux with neutral particles [W/m^2]
# Wheat	 : power flux due to particles impinging on wall [W/m^2]
# Wpot	 : power flux due to recombination [W/m^2]
# Whtpl	 : power flux due to plasma particles impinging on wall [W/m^2]
# Wptpl	 : power flux due to plasma recombination [W/m^2]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc	 : radial coordinate on target [m]
# Zclfc	 : vertical coordinate on target [m]
# Wpar_xpt	 : parallel power flux around x-point [W/m^2]
# WWpar	 : would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg	 : would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt	 : connection length from midplane to target [m]
# Lcnnx	 : connection length from x-point to target [m]
#           x            ne            Te            Ti          Wtot         Wpart          Wrad          Wpls         Wneut         Wheat          Wpot         Whtpl         Wptpl           xMP         Rclfc         Zclfc      Wpar_xpt         WWpar         WWtrg         Lcnnt         Lcnnx
 -3.09594E-01   1.56674E+17   6.27757E-01   9.09114E-01   2.30194E+04   2.23408E+03   2.07853E+04   4.35206E+01   2.19056E+03   1.56279E+03   6.71296E+02  -4.95775E+01   9.30982E+01  -6.03876E-01   4.37836E+00  -3.46867E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.64235E+01   1.72549E+01
 -2.79167E-01   3.26495E+17   6.42257E-01   9.07614E-01   2.40446E+04   2.52822E+03   2.15164E+04   1.77715E+02   2.35050E+03   1.71885E+03   8.09366E+02  -1.12368E+01   1.88952E+02  -5.64922E-01   4.38895E+00  -3.44014E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.82348E+01   1.80250E+01
 -2.48074E-01   6.42714E+17   6.43611E-01   9.13851E-01   2.38137E+04   2.78730E+03   2.10264E+04   4.80511E+02   2.30679E+03   1.82352E+03   9.63776E+02   1.25611E+02   3.54900E+02  -5.24890E-01   4.40024E+00  -3.41117E+00   0.00000E+00   0.00000E+00   0.00000E+00   4.98512E+01   1.88147E+01
 -2.16306E-01   1.23475E+18   6.58865E-01   9.20925E-01   2.35010E+04   3.17121E+03   2.03298E+04   6.95495E+02   2.47571E+03   1.87422E+03   1.29699E+03   5.19705E+01   6.43524E+02  -4.83694E-01   4.41289E+00  -3.38205E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.27366E+01   2.00215E+01
 -1.84364E-01   2.35174E+18   6.89780E-01   9.47594E-01   2.56417E+04   3.70533E+03   2.19363E+04   1.31321E+03   2.39212E+03   1.88102E+03   1.82431E+03   1.20298E+02   1.19291E+03  -4.40587E-01   4.42627E+00  -3.35304E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.51470E+01   2.10368E+01
 -1.52700E-01   4.48438E+18   7.35151E-01   9.89945E-01   2.94937E+04   5.73420E+03   2.37595E+04   2.71847E+03   3.01573E+03   2.72045E+03   3.01374E+03   5.00725E+02   2.21774E+03  -3.96024E-01   4.43954E+00  -3.32429E+00   0.00000E+00   0.00000E+00   0.00000E+00   5.82497E+01   2.25487E+01
 -1.21990E-01   8.56947E+18   7.96252E-01   1.04550E+00   3.40061E+04   8.64406E+03   2.53621E+04   4.85027E+03   3.79379E+03   3.45658E+03   5.18748E+03   6.64158E+02   4.18611E+03  -3.50182E-01   4.45241E+00  -3.29641E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.28527E+01   2.45722E+01
 -9.25201E-02   1.69754E+19   8.73329E-01   1.10816E+00   4.30603E+04   1.61845E+04   2.68758E+04   1.06331E+04   5.55139E+03   6.52668E+03   9.65781E+03   2.44057E+03   8.19253E+03  -3.02220E-01   4.46476E+00  -3.26965E+00   0.00000E+00   0.00000E+00   0.00000E+00   6.66325E+01   2.62683E+01
 -6.49742E-02   3.57497E+19   9.71580E-01   1.17934E+00   5.86896E+04   2.97895E+04   2.89001E+04   2.14493E+04   8.34019E+03   1.06647E+04   1.91249E+04   4.52587E+03   1.69235E+04  -2.52625E-01   4.47630E+00  -3.24464E+00   0.00000E+00   0.00000E+00   0.00000E+00   7.43767E+01   2.98961E+01
 -4.08761E-02   8.35762E+19   1.08533E+00   1.25885E+00   1.14100E+05   7.33049E+04   4.07950E+04   5.39446E+04   1.93604E+04   2.53122E+04   4.79928E+04   1.10620E+04   4.28826E+04  -2.00743E-01   4.48519E+00  -3.22228E+00   0.00000E+00   0.00000E+00   0.00000E+00   8.10400E+01   3.29063E+01
