# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:27 pshenoa RSP_D_only_nodrift_20MW_Dpuff=2.00e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
  3.18916E-01   2.27731E+22   6.71473E+00   5.27336E+00   2.88630E+22   2.96379E+20   7.63237E-02   2.98075E-02
  3.68977E-01   5.63780E+21   1.52850E+01   2.45238E+00   1.15711E+22   5.59175E+19   3.73875E-02   3.52339E-02
  4.16918E-01   1.59998E+21   2.87274E+01   1.75354E+00   6.05087E+21   0.00000E+00   1.00956E-02   4.08650E-02
  4.62965E-01   7.86163E+20   2.17297E+01   8.03776E-01   3.57439E+21   0.00000E+00   7.69518E-03   4.66425E-02
  5.06401E-01   8.12217E+20   3.65598E+01   7.16256E-01   2.47883E+21   0.00000E+00   6.83564E-03   5.25122E-02
  5.46523E-01   3.14203E+20   4.15812E+01   2.84978E-01   1.71757E+21   0.00000E+00   2.33566E-03   5.84156E-02
  5.84501E-01   5.87601E+20   5.37302E+01   3.77624E-01   1.18508E+21   0.00000E+00   6.13907E-03   6.42960E-02
  6.19861E-01   1.81568E+20   2.07431E+01   1.16434E-01   8.72346E+20   2.45778E+19   2.80983E-03   7.01086E-02
  6.52622E-01   2.33876E+20   2.15069E+01   1.77094E-01   6.32197E+20   2.39980E+17   3.89630E-03   7.58011E-02
  6.82978E-01   1.14201E+20   3.82668E+01   1.20423E-01   4.70281E+20   0.00000E+00   1.24845E-03   8.13096E-02
  7.10965E-01   9.49970E+19   7.50616E+01   8.46470E-02   3.49436E+20   0.00000E+00   1.64157E-03   8.65736E-02
  7.36429E-01   2.83322E+20   1.70952E+01   7.62605E-02   2.68993E+20   8.87715E+18   9.29210E-04   9.15400E-02
  7.58995E-01   7.89746E+19   7.62793E+01   1.62100E-01   2.01667E+20   0.00000E+00   3.87875E-04   9.61687E-02
  7.78734E-01   3.28640E+20   5.01495E+00   2.55962E-02   1.50180E+20   4.63412E+19   1.18832E-03   1.00423E-01
  7.95096E-01   1.09815E+18   1.49291E+00   1.05031E-03   1.04700E+20   0.00000E+00   0.00000E+00   1.04275E-01
  8.08420E-01   0.00000E+00   3.19790E+01   1.88306E-02   5.07199E+19   0.00000E+00   0.00000E+00   1.07707E-01
