# Target erosion - inner     : b2mn     B2.5 bjb99/7 SOLPS-ITER  2024-07-08  11:27 pshenoa RSP_D_only_nodrift_20MW_Dpuff=2.00e22_W_div
# x	 : coordinate along target [m]. <0 in PFR
# XX_flux_atm	 : incident flux of neutral atoms of species XX [1/m^2/s]
# XX_flux_ion	 : incident flux of ions of species XX [1/m^2/s]
# XX_temp_atm	 : temperature of neutral atoms of species XX [eV]
# XX_pres_atm	 : pressure of neutral atoms of species XX [Pa]
# XX_flux_mol	 : incident flux of molecules XX [1/m^2/s]
# XX_pres_mol	 : pressure of molecules XX [Pa]
# XX_sput	 : gross sputtering of material XX [g/y]
# XX_ersn	 : gross erosion of material XX [mm/y]
# xMP	 : radial coordinate in midplane (IMP for inner target(s), OMP for outer(s)) [m]
#           x   D_flux_atm    D_temp_atm    D_pres_atm    D_flux_ion    D2_flux_mol   D2_pres_mol           xMP
 -3.09594E-01   1.02648E+22   7.40879E-01   4.27148E-01   1.57210E+19   1.83710E+22   6.92571E-01  -6.03876E-01
 -2.79167E-01   9.18810E+21   9.02340E-01   3.63568E-01   2.99181E+19   1.60660E+22   6.29719E-01  -5.64922E-01
 -2.48074E-01   1.00290E+22   9.63083E-01   4.04081E-01   5.38998E+19   1.62278E+22   6.25613E-01  -5.24890E-01
 -2.16306E-01   1.01678E+22   9.28266E-01   4.19523E-01   9.36870E+19   1.55145E+22   5.98997E-01  -4.83694E-01
 -1.84364E-01   1.00612E+22   9.39484E-01   4.16749E-01   1.75271E+20   1.50138E+22   6.60243E-01  -4.40587E-01
 -1.52700E-01   1.24625E+22   1.05528E+00   5.88254E-01   3.32217E+20   1.30543E+22   5.76561E-01  -3.96024E-01
 -1.21990E-01   1.16236E+22   9.70606E-01   6.22657E-01   6.86197E+20   1.28969E+22   5.67708E-01  -3.50182E-01
 -9.25201E-02   1.79650E+22   1.24809E+00   9.99150E-01   1.58402E+21   1.39994E+22   6.37271E-01  -3.02220E-01
 -6.49742E-02   2.64900E+22   1.23144E+00   1.71308E+00   4.05404E+21   1.42177E+22   8.46303E-01  -2.52625E-01
 -4.08761E-02   4.40783E+22   1.42822E+00   2.95863E+00   1.19677E+22   1.77252E+22   1.19509E+00  -2.00743E-01
 -2.13763E-02   1.07240E+23   1.49207E+00   7.83186E+00   3.45989E+22   2.90122E+22   2.17995E+00  -1.43444E-01
 -6.44538E-03   2.60809E+23   1.52648E+00   1.95015E+01   7.63466E+22   5.17495E+22   3.92356E+00  -5.65283E-02
  7.73269E-03   5.22212E+23   1.50626E+00   3.87452E+01   1.33764E+23   9.24635E+22   7.23871E+00   7.04409E-04
  2.69840E-02   8.43652E+23   1.56229E+00   6.47659E+01   1.80302E+23   1.21083E+23   9.58662E+00   2.45388E-03
  5.39491E-02   8.08158E+23   1.65167E+00   6.44461E+01   1.92280E+23   9.35568E+22   7.62118E+00   4.85436E-03
  8.69687E-02   5.99683E+23   1.87175E+00   5.18382E+01   1.66881E+23   4.49817E+22   4.01872E+00   7.84668E-03
  1.25659E-01   4.31602E+23   2.06006E+00   3.93173E+01   1.33397E+23   2.54778E+22   2.53861E+00   1.13729E-02
  1.69906E-01   2.86503E+23   2.17672E+00   2.74587E+01   1.04990E+23   1.40876E+22   1.40195E+00   1.53775E-02
  2.17588E-01   1.73536E+23   2.42938E+00   1.76958E+01   6.87384E+22   6.60685E+21   7.47882E-01   1.98112E-02
  2.67844E-01   8.63864E+22   3.12137E+00   1.10748E+01   4.79840E+22   1.90753E+21   2.68684E-01   2.46417E-02
