Flux_Ion                      	Flux_Atom                          	E_ion                          	E_atom              	alpha_ion           	alpha_atom         	heat_total
8.757286562599998515e+20	1.777215811875999992e+20	1.328886259999999905e+02	5.705965006250062587e+01	6.000000000000000000e+01	5.500000000000000000e+01	8.633150187599999593e+05
6.887150000000000328e+21	1.557915000000000033e+21	8.820669999999999789e+01	5.169230000000000302e+01	6.000000000000000000e+01	5.500000000000000000e+01	5.998085000000000000e+05
2.333269999999999856e+22	5.710519999999999869e+21	5.659759999999999659e+01	3.853159999999999751e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.197790000000000000e+06
7.288609999999999777e+22	1.871890000000000092e+22	2.232860000000000156e+01	1.875370000000000057e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.295550000000000000e+06
1.882275000000000190e+23	2.059701000000000009e+23	5.156359999999999980e+00	5.057535999999999883e+00	6.000000000000000000e+01	5.500000000000000000e+01	9.659210000000000000e+05
1.095520999999999952e+23	3.799722599999999931e+23	1.505565999999999930e+00	1.850535000000000032e+00	6.000000000000000000e+01	5.500000000000000000e+01	5.737132500000000000e+05
2.511615999999999797e+22	5.510555999999999595e+22	1.168639999999999901e+00	1.579085000000000072e+00	6.000000000000000000e+01	5.500000000000000000e+01	9.565065999999999518e+05
6.193855000000000592e+21	1.555920000000000000e+22	1.050135000000000051e+00	1.383365999999999956e+00	6.000000000000000000e+01	5.500000000000000000e+01	3.095119999999999709e+05
1.551337999999999935e+21	9.221060000000000393e+21	8.987125000000000252e-01	1.126050000000000152e+00	6.000000000000000000e+01	5.500000000000000000e+01	1.325550000000000156e+05
3.599509999999999672e+20	7.523275999999999508e+21	7.715830000000000188e-01	9.812550000000000051e-01	6.000000000000000000e+01	5.500000000000000000e+01	8.211600000000000365e+03
9.185680000000000000e+19	6.509055999999999377e+21	6.605090000000000238e-01	1.066085999999999959e+00	6.000000000000000000e+01	5.500000000000000000e+01	6.170920000000000073e+03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
