Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,1.098684617647058846e+21,2.234578646470588170e+20,1.310142352941176682e+02,5.736752358823588338e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.032521429411764693e+05
19,1.621250999999999980e+22,3.435505000000000098e+21,7.099344999999999573e+01,3.973134999999999906e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.011711500000000000e+06
20,1.237090499999999900e+23,5.729005000000000544e+22,1.398843500000000084e+01,1.278979999999999961e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.148375000000000000e+06
21,1.869145000000000172e+23,5.655184999999999889e+23,2.226494999999999891e+00,2.723665000000000003e+00,7.000000000000000000e+01,5.500000000000000000e+01,8.576495000000000000e+05
22,8.876746666666667016e+22,3.009769999999999976e+23,1.403233333333333333e+00,1.724660000000000082e+00,7.000000000000000000e+01,5.500000000000000000e+01,3.700320000000000000e+05
23,1.888408666666666505e+22,5.160266666666666597e+22,1.143289999999999695e+00,1.510110000000000063e+00,7.000000000000000000e+01,5.500000000000000000e+01,7.662950000000000000e+04
24,2.957769999999999934e+21,1.104959500000000003e+22,8.755190000000000250e-01,1.271275000000000155e+00,7.000000000000000000e+01,5.500000000000000000e+01,1.944645000000000073e+04
25,8.348659999999999345e+20,8.662230000000000066e+21,8.540670000000000206e-01,1.104100000000000081e+00,7.000000000000000000e+01,5.500000000000000000e+01,1.089310000000000036e+04
26,3.499409999999999672e+20,7.523274999999999508e+21,7.715830000000000188e-01,8.812440000000000051e-01,7.000000000000000000e+01,5.500000000000000000e+01,8.211600000000000364e+03
27,8.185680000000000000e+19,7.409054999999999377e+21,7.604090000000000238e-01,1.066084999999999949e+00,7.000000000000000000e+01,5.500000000000000000e+01,7.170920000000000073e+03
28,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
29,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
30,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
