Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,8.747286562499998515e+20,1.777214811874999992e+20,1.328886249999999905e+02,5.704965006250062487e+01,7.000000000000000000e+01,5.500000000000000000e+01,8.633140187499999593e+04
19,5.681980000000000131e+21,8.552400000000000000e+20,1.010240000000000009e+02,7.245349999999999824e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.739840000000000000e+05
20,8.092320000000000000e+21,2.160590000000000066e+21,7.538939999999999486e+01,5.093110000000000070e+01,7.000000000000000000e+01,5.500000000000000000e+01,8.256330000000000000e+05
21,5.810939999999999607e+22,1.171465999999999934e+22,3.446304999999999552e+01,2.863765000000000072e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.246620000000000000e+06
22,1.745319999999999906e+23,8.586120000000000367e+22,5.648270000000000124e+00,7.835899999999999643e+00,7.000000000000000000e+01,5.500000000000000000e+01,1.001300000000000000e+06
23,1.649043333333333542e+23,5.743493333333333214e+23,1.994796666666666551e+00,2.432296666666666773e+00,7.000000000000000000e+01,5.500000000000000000e+01,7.489903333333333721e+05
24,5.910350000000000328e+22,1.615912000000000073e+23,1.294819999999999860e+00,1.628716666666666812e+00,7.000000000000000000e+01,5.500000000000000000e+01,2.343456666666666570e+05
25,1.238008000000000052e+22,2.547719999999999948e+22,1.111854999999999816e+00,1.484300000000000175e+00,7.000000000000000000e+01,5.500000000000000000e+01,5.263775000000000000e+04
26,2.957769999999999934e+21,1.104959500000000003e+22,8.755190000000000250e-01,1.271275000000000155e+00,7.000000000000000000e+01,5.500000000000000000e+01,1.944645000000000073e+04
27,5.449159999999999345e+20,7.902926666666666361e+21,7.990776666666666861e-01,1.022196000000000105e+00,7.000000000000000000e+01,5.500000000000000000e+01,8.105433333333334303e+03
28,8.185680000000000000e+19,7.409054999999999377e+21,7.604090000000000238e-01,1.066084999999999949e+00,7.000000000000000000e+01,5.500000000000000000e+01,7.170920000000000073e+03
29,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
30,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
