Flux_Ion                      	Flux_Atom                          	E_ion                          	E_atom              	alpha_ion           	alpha_atom         	heat_total
3.292550516666666926e+20	5.653355625999999096e+19	1.355955999999999625e+02	5.555529506333519699e+01	6.000000000000000000e+01	5.500000000000000000e+01	6.019153563333333516e+05
1.665590000000000199e+21	3.120525999999999636e+20	1.313930000000000009e+02	6.559660000000000566e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.153350000000000000e+05
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.659059999999999669e+21	9.063559999999999692e+20	1.225950000000000055e+02	9.565569999999999502e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.999590000000000000e+05
5.066569999999999935e+21	6.336910000000000326e+20	1.152309999999999955e+02	5.229920000000000300e+01	6.000000000000000000e+01	5.500000000000000000e+01	2.506250000000000000e+05
5.661960000000000131e+21	9.552500000000000000e+20	1.010250000000000009e+02	6.255359999999999625e+01	6.000000000000000000e+01	5.500000000000000000e+01	3.939650000000000000e+05
9.092320000000000000e+21	2.160590000000000066e+21	9.536939999999999566e+01	5.093110000000000090e+01	6.000000000000000000e+01	5.500000000000000000e+01	6.256330000000000000e+05
2.333269999999999656e+22	5.910519999999999669e+21	5.659959999999999659e+01	3.653159999999999951e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.199990000000000000e+06
9.266609999999999999e+22	1.691690000000000092e+22	2.232660000000000156e+01	1.695390000000000059e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.295550000000000000e+06
1.662295000000000190e+23	2.059901000000000009e+23	5.156359999999999960e+00	5.059535999999999663e+00	6.000000000000000000e+01	5.500000000000000000e+01	9.659210000000000000e+05
9.502009999999999630e+22	3.169565199999999651e+23	1.555665000000000059e+00	1.965995000000000063e+00	6.000000000000000000e+01	5.500000000000000000e+01	5.036932000000000116e+05
5.355336666666666295e+21	1.599566500000000233e+22	9.905999999999996296e-01	1.265969666666666935e+00	6.000000000000000000e+01	5.500000000000000000e+01	2.931561999999999609e+05
1.509136666666666921e+20	6.999556666666666559e+21	6.699969999999999935e-01	1.050535000000000061e+00	6.000000000000000000e+01	5.500000000000000000e+01	6.655693333333332995e+03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
