Bin_Index,Flux_Ion,Flux_Atom,E_ion,E_atom,alpha_ion,alpha_atom,heat_total
18,5.184306071428571464e+20,8.295054992857140429e+19,1.348922857142857197e+02,5.604717864285786533e+01,7.000000000000000000e+01,5.500000000000000000e+01,7.790917357142857509e+04
19,2.649059999999999869e+21,7.083449999999999672e+20,1.224950000000000045e+02,7.585469999999999402e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.799490000000000000e+05
20,5.088569999999999934e+21,8.338910000000000328e+20,1.152309999999999945e+02,5.227920000000000300e+01,7.000000000000000000e+01,5.500000000000000000e+01,2.506250000000000000e+05
21,5.681980000000000131e+21,8.552400000000000000e+20,1.010240000000000009e+02,7.245349999999999824e+01,7.000000000000000000e+01,5.500000000000000000e+01,3.739840000000000000e+05
22,8.092320000000000000e+21,2.160590000000000066e+21,7.538939999999999486e+01,5.093110000000000070e+01,7.000000000000000000e+01,5.500000000000000000e+01,8.256330000000000000e+05
23,2.333269999999999856e+22,5.710419999999999869e+21,5.659749999999999659e+01,3.853159999999999741e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.197790000000000000e+06
24,7.288609999999999777e+22,1.871890000000000092e+22,2.232860000000000156e+01,1.874370000000000047e+01,7.000000000000000000e+01,5.500000000000000000e+01,1.295450000000000000e+06
25,1.882275000000000190e+23,2.049701000000000009e+23,5.146349999999999980e+00,5.047534999999999883e+00,7.000000000000000000e+01,5.500000000000000000e+01,8.659210000000000000e+05
26,1.095520999999999952e+23,3.799722499999999931e+23,1.504564999999999930e+00,1.840535000000000032e+00,7.000000000000000000e+01,5.500000000000000000e+01,5.737132500000000000e+05
27,1.888408666666666505e+22,5.160266666666666597e+22,1.143289999999999695e+00,1.510110000000000063e+00,7.000000000000000000e+01,5.500000000000000000e+01,7.662950000000000000e+04
28,2.283468666666666951e+21,1.025380666666666636e+22,8.350350000000000605e-01,1.215550000000000130e+00,7.000000000000000000e+01,5.500000000000000000e+01,1.659533333333333212e+04
29,2.208988999999999836e+20,7.966165000000000492e+21,7.159960000000000768e-01,1.023664499999999977e+00,7.000000000000000000e+01,5.500000000000000000e+01,7.191260000000000218e+03
30,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
31,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
