Flux_Ion                      	Flux_Atom                          	E_ion                          	E_atom              	alpha_ion           	alpha_atom         	heat_total
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.329600399951959550e+19	6.620155000000000096e+21	9.063639999999999593e-01	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	2.300315500536193500e+05
2.255695690351695036e+20	6.932065000000000623e+21	9.193699999999999612e-01	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	2.329992906539999261e+05
9.615116519602162350e+20	6.522099999999999669e+21	9.669695000000000611e-01	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	2.952330210969359019e+05
2.696553999211109065e+21	1.535015000000000009e+22	1.096630000000000196e+00	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	3.905126501553666519e+05
2.953699559109965523e+22	9.151513333333333623e+22	1.259556666666666656e+00	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.553566996699365693e+05
1.629399666915605293e+23	6.569516666666666552e+23	1.559696666666666596e+00	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	6.512635069962369060e+05
1.966365692396969095e+23	3.923999999999999959e+23	2.195503333333333596e+00	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	6.353159229631695602e+05
9.203650555165632363e+22	1.056651999999999999e+23	2.939320000000000399e+00	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	3.939352953099169669e+05
1.323656956990296655e+22	5.351259999999999609e+21	5.069565999999999995e+01	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	2.655590093566936926e+05
3.909923150606005596e+21	9.595950000000000326e+20	9.399065999999999951e+01	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	2.156159969595155959e+05
1.205966996521969530e+21	2.563965999999999636e+20	1.052695000000000065e+02	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	1.322332616625139550e+05
2.595512999666266001e+20	6.539999263333332992e+19	9.669265000000000925e+01	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	6.699590136665696655e+05
5.266905099561966963e+19	1.209002566666666639e+20	6.006996666666666631e+01	5.352250000000000322e+01	6.000000000000000000e+01	5.500000000000000000e+01	9.550955513069559223e+05
