Flux_Ion                      	Flux_Atom                          	E_ion                          	E_atom              	alpha_ion           	alpha_atom         	heat_total
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
1.000000000000000000e+19	7.000000000000000000e+19	6.000000000000000000e+01	2.000000000000000000e+02	7.600000000000000000e+01	6.000000000000000000e+01	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
