# Target loading - outer     : ITER#2481_(F57-100-Ne_1.8%-Be0,_tau=0.33e-6,_ntime=150)                         
# x     co-ordinate along target [m]. <0 in PFR
# ne    electron density [1/m^3]
# Te    electron temperature [eV]
# Ti    ion temperature [eV]
# Wtot  total power flux [W/m^2]
# Wpart power flux with particles [W/m^2]
# Wrad  power flux with radiation [W/m^2]
# Wpls  power flux with charged particles [W/m^2]
# Wneut power flux with neutral particles [W/m^2]
# xMP   radial co-ordinate in mid-plane (IMP for inner target(s), OMP for outer(s)) [m]
# Rclfc radial co-ordinate on target [m]
# Zclfc vertical co-ordinate on target [m]
# Wpar_xpt parallel power flux around x-point [W/m^2]
# WWpar would-be parallel power flux without dissipation in divertor [W/m^2]
# WWtrg would-be target power flux without dissipation in divertor [W/m^2]
# Lcnnt connection length from mid-plane to target [m]
# Lcnnx connection length from mid-plane to x-point position [m]
#           x	         ne	         Te	         Ti	       Wtot	      Wpart	       Wrad	       Wpls	      Wneut	        xMP	      Rclfc	      Zclfc	   Wpar_xpt	      WWpar	      WWtrg	      Lcnnt	      Lcnnx	
 -1.0353E-01	  1.1050E+19	  9.5858E-02	  8.2898E-02	  8.5764E+04	  1.2642E+04	  7.3122E+04	  3.4152E+03	  9.2270E+03	 -3.1233E-01	  5.5543E+00	 -4.4963E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -9.2057E-02	  1.9345E+19	  1.6207E-01	  1.6414E-01	  1.0350E+05	  2.4247E+04	  7.9257E+04	  8.1859E+03	  1.6061E+04	 -2.9284E-01	  5.5543E+00	 -4.4849E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -8.0643E-02	  4.1641E+19	  1.9518E-01	  1.9597E-01	  1.3584E+05	  4.9655E+04	  8.6188E+04	  1.6406E+04	  3.3249E+04	 -2.7247E-01	  5.5543E+00	 -4.4735E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -6.9433E-02	  7.5155E+19	  2.5427E-01	  2.6094E-01	  1.4394E+05	  5.0956E+04	  9.2983E+04	  3.8627E+04	  1.2329E+04	 -2.5118E-01	  5.5543E+00	 -4.4622E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -5.8509E-02	  1.1753E+20	  2.5350E-01	  2.5039E-01	  1.9990E+05	  9.9236E+04	  1.0066E+05	  5.9564E+04	  3.9672E+04	 -2.2926E-01	  5.5543E+00	 -4.4513E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -4.8023E-02	  1.9724E+20	  3.3790E-01	  3.3664E-01	  2.8410E+05	  1.7390E+05	  1.1020E+05	  1.1903E+05	  5.4869E+04	 -2.0660E-01	  5.5543E+00	 -4.4408E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -3.8106E-02	  2.6422E+20	  3.8295E-01	  3.8143E-01	  3.8831E+05	  2.6649E+05	  1.2182E+05	  1.6362E+05	  1.0288E+05	 -1.8280E-01	  5.5543E+00	 -4.4309E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -2.8855E-02	  3.8988E+20	  4.9018E-01	  4.9220E-01	  5.5292E+05	  4.1581E+05	  1.3711E+05	  2.8582E+05	  1.2999E+05	 -1.5826E-01	  5.5543E+00	 -4.4217E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -2.0545E-02	  5.2316E+20	  4.7670E-01	  4.7683E-01	  7.4259E+05	  5.8105E+05	  1.6154E+05	  3.7036E+05	  2.1069E+05	 -1.3259E-01	  5.5543E+00	 -4.4134E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
 -1.3193E-02	  7.0822E+20	  5.1287E-01	  5.1336E-01	  1.0004E+06	  8.0743E+05	  1.9292E+05	  5.0941E+05	  2.9802E+05	 -1.0533E-01	  5.5543E+00	 -4.4060E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	  0.0000E+00	
